data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
5216972,508,MZM1070,1070,"12 June 2019",2019,1,"Violence against civilians",Attack,"Unidentified Armed Group (Mozambique)",,3,"Civilians (Mozambique)","Judges (Mozambique)",7,37,"Eastern Africa",Mozambique,Niassa,Cuamba,Cuamba,Cuamba,-14.8031,36.5372,1,"Jornal de Noticias",National,"12 June. An unidentified armed group opened fire on the residence of a local judge in Cuamba, Niassa. The judge was able to escape the attack.",0,1560806717,MOZ
5211771,508,MZM1067,1067,"04 June 2019",2019,1,Battles,"Armed clash","ASWJ: Ahlu Sunna Wal Jamaa",,3,"Military Forces of Mozambique (1990-)",,1,13,"Eastern Africa",Mozambique,"Cabo Delgado","Mocimboa Da Praia","Mocimboa Da Praia",Metubi,-12.4127,40.2272,1,"Club Mozambique",National,"On June 4th, an insurgent group claiming to belong to ISIS repulsed an attack by the Mozambican army in Metubi village. Police dismissed the claim of an ISIS involvement in the attack. No fatalities have been reported.",0,1560202905,MOZ
5211770,508,MZM1066,1066,"01 June 2019",2019,1,"Violence against civilians","Sexual violence","ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)","Women (Mozambique)",7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Mucojo,Nagulue,-11.985,40.4441,1,"Mocambique Para Todos",National,"On June 1st, in the village of Nagulue, 4 women were raped by men allegedly belonging to ASWJ.",0,1560202905,MOZ
5216970,508,MZM1068,1068,"01 June 2019",2019,1,"Violence against civilians","Sexual violence","Unidentified Armed Group (Democratic Republic of Congo)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,Nampula,"Cidade De Nampula","Cidade De Nampula",Nampula,-15.12,39.2647,1,Twitter,Other,"01 June. An unidentified armed group abducted over 6 children in Nampula. At least three were killed, and had their genitals removed. A man from DRC was arrested in connection with the killings and abductions.",3,1560806717,MOZ
5211768,508,MZM1064,1064,"30 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Nangade,Nangade,Nangade,-11.0772,39.6744,2,"Mocambique Para Todos",National,"On May 30th, the village of Narnuavika (exact coordinates not found) was attacked by an undefined number of men allegedly belonging to ASWJ. No fatalities have been reported.",0,1560202905,MOZ
5211769,508,MZM1065,1065,"30 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Mozambique)",,6,,,0,60,"Eastern Africa",Mozambique,Maputo,"Cidade Da Matola","Cidade Da Matola",Matola,-25.9622,32.4589,1,Miramar,National,"On May 30th, residents of Matola blocked a road, protesting over the frequent car accidents in that street. [Size=no report]",0,1560202905,MOZ
5211767,508,MZM1063,1063,"29 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Mozambique)",,6,,,0,60,"Eastern Africa",Mozambique,Maputo,Marracuene,Marracuene,Marracuene,-25.7369,32.6764,1,Miramar,National,"On May 29th, residents of Kumbeza held a protest in Marracuene District protested over an improvement of electricity supply. [Size=unknown]",0,1560202905,MOZ
5207856,508,MZM1061,1061,"28 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Quiterajo,Quiterajo,-11.7531,40.4317,1,"Club Mozambique",National,"On May 28th, a truck carrying passengers was attacked by insurgents supposedly belonging to ASWJ in Quiterajo. 16 people were killed.",16,1559594786,MOZ
5207855,508,MZM1060,1060,"22 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Pundanhar,Pundanhar,-10.8947,40.0611,1,"All Africa",International,"On May 22th, in Pundanhar, a funeral procession was attacked by militants allegedly belonging to ASWJ. Two people were killed, four motorcycles burnt.",2,1559594786,MOZ
5193992,508,MZM1055,1055,"21 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Mucojo,"Simbolongo ",-11.9671,40.395,1,"Club Mozambique",National,"On May 21st, the village of Simbolongo was attacked by militants allegedly belonging to ASWJ. Three people were killed. ",3,1558991400,MOZ
5207854,508,MZM1059,1059,"21 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Meluco,Muaguide,Iba,-12.3383,39.9569,1,"All Africa",International,"On May 21st, the village of Iba was attacked by militants allegedly belonging to ASWJ. No fatalities reported.",0,1559594786,MOZ
5193990,508,MZM1053,1053,"19 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Nangade,Nangade,Ngalonga,-11.2833,39.8327,1,"Carta de Mocambique",National,"On May 2019, the village of Ngalonga was attacked by insurgents allegedly belonging t ASWJ. No fatalities have been reported.",0,1558991400,MOZ
5193991,508,MZM1054,1054,"19 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,Manica,Manica,Manica,Manica,-18.935,32.8759,1,Twitter,Other,"On May 19th, the village of Manica was attacked by allgede ASWJ insurgents. No fatalities reported.",0,1558991400,MOZ
5207853,508,MZM1058,1058,"16 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Palma,Palma,-10.7822,40.4811,1,Zitamar,National,"On May 16th, the periphery of the town of Palma (Bairro Bagala) was attacked by an armed group allegedly belonging to ASWJ. One person was killed, one hurt and houses burned.",1,1559594786,MOZ
5184681,508,MZM1051,1051,"15 May 2019",2019,1,"Violence against civilians","Abduction/forced disappearance","ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)","Teachers (Mozambique)",7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Palma,Palma,-10.7822,40.4811,1,Twitter,Other,"On May 15th, a person - supposedly involved in education - was kidnapped in Palma by assailants allegedly belonging to ASWJ. A ransom demand was made. No reports of fatalities.",0,1558389801,MOZ
5184682,508,MZM1052,1052,"15 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Palma,Palma,-10.7822,40.4811,1,Twitter,Other,"On May 15th, the periphery of the town of Palma (Bairro Balala) was attacked by an armed group allegedly belonging to ASWJ. One person was killed, one hurt and houses burned. ",1,1558389801,MOZ
5207852,508,MZM1057,1057,"14 May 2019",2019,1,"Violence against civilians","Abduction/forced disappearance","ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)","Women (Mozambique)",7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Quiterajo,Quiterajo,-11.7531,40.4317,1,"All Africa",International,"On May 14th, in Quiterajo, two young women were abducted by men allegedly belonging to ASWJ.",0,1559594786,MOZ
5184680,508,MZM1050,1050,"13 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado","Mocimboa Da Praia","Mocimboa Da Praia",Anga,-11.3905,40.3822,1,"Club Mozambique",National,"On May 13th, the village of Anga was attacked by insurgents allegedly belonging to ASWJ, who beheaded at least 2 people. ",2,1558389801,MOZ
5207851,508,MZM1056,1056,"13 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Quiterajo,Pequeue,-11.8593,40.485,1,"All Africa",International,"On May 13th, in Pequeue village (approximate coordinates estimated) one person was killed in a filed by insurgents supposedly belonging to ASWJ.",1,1559594786,MOZ
5177502,508,MZM1041,1041,"11 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Mozambique)","Street Traders (Mozambique)",6,,,0,60,"Eastern Africa",Mozambique,"Maputo City",Kampfumu,Kampfumu,Maputo,-25.9653,32.5892,1,"O Pais",International,"On May 11th, street traders in Maputo held a protest demanding the construction of markets in more visible locations and with the capacity to accommodate more sellers. [Size=not known]",0,1557799602,MOZ
5184677,508,MZM1047,1047,"11 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado","Mocimboa Da Praia","Mocimboa Da Praia",Chitolo,-11.3622,40.1047,1,Twitter,Other,"On May 11th, close to Chitolo, while walking on a road three people were killed by unknown armed men allegedly belonging to ASWJ.",3,1558389801,MOZ
5184678,508,MZM1048,1048,"11 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Palma,Mapalanganha,-11.2002,40.4503,1,Twitter,Other,"On May 11th, some cars were reportedly burned in Mapalanganha (approximate coordinates estimated), on the road between Mocimboa and Pemba. No fatalities reported.",0,1558389801,MOZ
5184679,508,MZM1049,1049,"11 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Palma,Quionga,-10.7822,40.4811,1,"Club Mozambique",National,"On May 11th, two vehicles (one loaded with food and goods, and the other a minibus carrying passengers) were burned out by insurgents allegedly belonging to ASWJ, on the road between Palma and the Rovuma river, which borders Tanzania. No reported fatalities.",0,1558389801,MOZ
5207850,508,MZM1062,1062,"11 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado","Mocimboa Da Praia","Mocimboa Da Praia",Mangoma,-11.4,40.2333,1,"Club Mozambique",National,"On May 11th, in the village of Mancoma, insurgents supposedly belonging to ASWJ beheaded two people walking along a dirty road. A third person was tortured and sent to tell locals to abandon their villages.",2,1559594786,MOZ
5184674,508,MZM1044,1044,"10 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado","Cidade De Pemba","Cidade De Pemba",Pemba,-12.9733,40.5176,1,Twitter,Other,"On May 10th, on the way between Mocimboa da Praia and Palma, a bus was attacked by insurgents allegedly belonging to ASWJ. Some passengers were Anadarko contractors (not staff). No reports of fatalities. ",0,1558389801,MOZ
5184675,508,MZM1045,1045,"10 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado","Mocimboa Da Praia","Mocimboa Da Praia","Mocimboa da Praia",-11.346,40.3522,1,"Club Mozambique",National,"On May 10th, two men were killed in Mocimboa da Praja by insurgents allegedly belonging to ASWJ. ",2,1558389801,MOZ
5184676,508,MZM1046,1046,"10 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Palma,"Cabo Afungi",-10.8308,40.6177,1,Zitamar,National,"On May 10th, in Cabo Afungi, a man working on Andarlo's project was killed while working towards the LNG site to restart work after a two-month hut down by an armed group allegedly belonging to ASWJ.",1,1558389801,MOZ
5177501,508,MZM1040,1040,"09 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)","Teachers (Mozambique)",7,37,"Eastern Africa",Mozambique,"Cabo Delgado","Mocimboa Da Praia","Mocimboa Da Praia","Mocimboa da Praia",-11.346,40.3522,1,Twitter,Other,"On May 9th, in Mocimboa da Praia, insurgents allegedly belonging to ASWJ beheaded one teacher. ",1,1557799602,MOZ
5184672,508,MZM1042,1042,"09 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado","Cidade De Pemba","Cidade De Pemba",Pemba,-12.9733,40.5176,1,"Club Mozambique",National,"On May 9th, a person - who according to the source had cooperated with police authorities in operations against the armed groups - was shot by unknown assailants allegedly belonging to ASWJ. ",1,1558389801,MOZ
5180128,508,MZM1039,1039,"05 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Meluco,Meluco,Minhanha,-12.3488,39.4275,1,"Club Mozambique",National,"On May 5th, gunmen believed to belong to ASWJ attacked the village of Minhanha, killing three people and burning one hundred houses. Due to the attack, 5 of the 38 registration posts in Meluco district were closed.",3,1557841546,MOZ
5177499,508,MZM1037,1037,"05 May 2019",2019,2,Battles,"Armed clash","Unidentified Communal Militia (Mozambique)",,4,"ASWJ: Ahlu Sunna Wal Jamaa",,3,34,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Macomia,Macomia,-12.2467,40.1208,2,"Club Mozambique",National,"Around May 5th, over the weekend (exact date not reported), villagers in Macomia district (exact location not known) hunted down a group of insurgents believed to be linked to ASWJ and killed four of them. Two villagers were injured. [Size=unknown]. ",4,1557799602,MOZ
5177500,508,MZM1038,1038,"05 May 2019",2019,1,"Violence against civilians",Attack,"Military Forces of Mozambique (1990-)",,1,"Civilians (Mozambique)",,7,17,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Mucojo,Napala,-12.094,40.2444,1,"Club Mozambique",National,"In May 5th, a soldier shot in his legs a 25 year old man who had refused to carry the soldiers motorcycle across the river separating Napala village (approximate coordinates estimated) from the Mucojo administrative post.",0,1557799602,MOZ
5234379,508,MZM1035,1035,"04 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Meluco,Muaguide,Iba,-12.3383,39.9569,1,"Club Mozambique",National,"On May 4th, an insurgent group believed to be connected to ASWJ entered Iba and Ipho (no coordinates available) villages and after the villagers had fled, the insurgents spent the night drinking in the village. No fartalities rerpoted.",0,1561405304,MOZ
5194629,508,MZM1031,1031,"03 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Macomia,Ntapuala,-12.3381,40.1344,1,AFP,International,"On May 3rd, insurgents allegedly belonging to ASWJ attacked the village of Ntapuala and killed a teacher who was on a motorcycle and burned three other people. Fatalities are spread over two events.",2,1558991801,MOZ
5194630,508,MZM1032,1032,"03 May 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Macomia,Ntapuala,-12.3381,40.1344,2,AFP,International,"On May 3rd, insurgents allegedly belonging to ASWJ attacked Banga Velha village (exact coordinates unknown) and killed a teacher who was on a motorcycle and burned three other people. Fatalities are spread over two events.",2,1558991801,MOZ
5177496,508,MZM1034,1034,"02 May 2019",2019,2,Protests,"Peaceful protest","Protesters (Mozambique)",,6,,,0,60,"Eastern Africa",Mozambique,Maputo,"Cidade Da Matola","Cidade Da Matola",Matola,-25.9622,32.4589,1,Miramar,National,"On May 2nd, people from Matibyana village held a protest in Matola demanding electricity. [Size=unknown]",0,1557799602,MOZ
5131038,508,MZM1028,1028,"17 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Mozambique)","Labour Group (Mozambique)",6,,,0,60,"Eastern Africa",Mozambique,"Maputo City",Kampfumu,Kampfumu,Maputo,-25.9653,32.5892,1,"O Pais",Regional,"On Apr 17th, in Maputo, workers marched against work accidents. [Size=500]",0,1555958740,MOZ
5127048,508,MZM1026,1026,"11 April 2019",2019,1,Riots,"Violent demonstration","Rioters (Mozambique)","Labour Group (Mozambique)",5,,,0,50,"Eastern Africa",Mozambique,"Maputo City",Kampfumu,Kampfumu,Maputo,-25.9653,32.5892,1,"Televisao de Mozambique",National,"On April 11th, in Maputo, salespeople held violent demonstrations to protest against the ban, imposed on Apr 9th, on the transport of passengers with cargo in open vans (the circulation is limited to the transport of cargo only, preventing salespeople from traveling with their merchandise, as happened in the recent past). During the demonstration, tires were burnt and roadblocks erected, causing traffic stoppage for hours. [Size=not reported].",0,1555346747,MOZ
5127047,508,MZM1025,1025,"06 April 2019",2019,1,Battles,"Armed clash","Military Forces of Mozambique (1990-)",,1,"ASWJ: Ahlu Sunna Wal Jamaa",,3,13,"Eastern Africa",Mozambique,"Cabo Delgado","Mocimboa Da Praia","Mocimboa Da Praia",Maculo,-11.2658,40.42,1,"Club Mozambique",National,"On Apr 6th, in Maculo, after two battles, State forces took an insurgent base, capturing members of the groups and recovering assets. No further details were provided. No fatalities reported.",0,1555346747,MOZ
5202327,508,MZM1029,1029,"06 April 2019",2019,2,"Violence against civilians","Sexual violence","Unidentified Clan Militia (Mozambique)","FRELIMO: Liberation Front of Mozambique",4,"Civilians (Zimbabwe)","Women (Zimbabwe)",7,47,"Eastern Africa",Mozambique,Sofala,Nhamatanda,Nhamatanda,Nhamatanda,-19.2692,34.2128,2,HRW,Other,"Around April 6th (in the aftermath of Cyclone Idai), when the food distribution started in the District of Nhamatanda, three women were reportedly forced into exchanging sex for food aid in Mbimbir village by local community leaders distributing the goods, some linked to the ruling Frelimo party.",0,1559160529,MOZ
5202328,508,MZM1030,1030,"06 April 2019",2019,2,"Violence against civilians","Sexual violence","Unidentified Clan Militia (Mozambique)","FRELIMO: Liberation Front of Mozambique",4,"Civilians (Zimbabwe)","Women (Zimbabwe)",7,47,"Eastern Africa",Mozambique,Sofala,Chibabava,Chibabava,Tica,-20.3889,33.8119,1,HRW,Other,"Around April 6th (in the aftermath of Cyclone Idai), when the food distribution started in the District of Nhamatanda, three women were reportedly forced into exchanging sex for food aid in Tica village by local community leaders distributing the goods, some linked to the ruling Frelimo party.",0,1559160529,MOZ
5162654,508,MZM1033,1033,"05 April 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Macomia,Macomia,-12.2467,40.1208,2,"Club Mozambique",National,"On May 4th, insurgents allegedly linked to ASWJ attacked the village of Nacate, attempting to steal food aid intended for victims of cyclone Kenneth. No fatalities have been reported. ",0,1557247986,MOZ
5119822,508,MZM1024,1024,"04 April 2019",2019,1,"Violence against civilians",Attack,"ASWJ: Ahlu Sunna Wal Jamaa",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Quiterajo,Quiterajo,-11.7531,40.4317,2,Twitter,Other,"On April 4th, ASWJ insurgents allegedly attacked people on the road Quiterajo-Macomia. 3 people died, 7 were injured.",3,1554749634,MOZ
