diet,chick,days,grams
mixed,40,4.711371196433902,66
mixed,40,5.7328557930886745,79
mixed,40,8.37293681083247,101
mixed,40,10.991078128106892,120
mixed,40,12.034494953695685,154
mixed,40,13.336860537994653,182
mixed,40,16.703728206455708,215
mixed,40,17.70323796570301,262
mixed,40,19.493842648342252,295
mixed,40,20.29827739764005,321
special,41,0,42
special,41,2.5708728954195976,51
special,41,4.935750470031053,66
special,41,5.920371548272669,85
special,41,8.362097432371229,103
special,41,10.008630103431642,124
special,41,12.90125194657594,155
special,41,14.989837625529617,153
special,41,15.720871738158166,175
special,41,18.569000164978206,184
special,41,20.336860226467252,199
special,41,21.259451277554035,204
special,42,0,42
special,42,1.371417817659676,49
special,42,3.3747567306272686,63
special,42,5.594605675898492,84
special,42,8.56743276771158,103
special,42,10.303293676581234,126
special,42,12.134175356477499,160
special,42,13.2924766051583,174
special,42,16.654230998363346,204
special,42,17.984255250077695,234
special,42,19.400845526251942,269
special,42,21.0839237626642,281
special,43,0.737613164819777,42
special,43,2.509025387465954,55
special,43,4.738688672427088,69
special,43,6.168669648002833,96
special,43,8.318598547950387,131
special,43,10.369958284310997,157
special,43,11.210953635629267,184
special,43,13.899970890954137,188
special,43,16.52778237266466,197
special,43,18.436354466713965,198
special,43,19.929453414864838,199
special,43,21.448445995803922,200
special,44,0,42
special,44,1.8744936105795205,51
special,44,3.4773646015673876,65
special,44,6.011592815630138,86
special,44,7.196507875341922,103
special,44,10.584927481599152,118
special,44,12.456108251120895,127
special,44,14.947754265740514,138
special,44,16.881113576702774,145
special,44,18.09665084257722,146
special,45,0,41
special,45,2.8754217769019306,50
special,45,3.305892303120345,61
special,45,5.534812128171325,78
special,45,8.966257121879607,98
special,45,10.716308242175728,117
special,45,11.863496623933315,135
special,45,14.95549163594842,141
special,45,15.550766671076417,147
special,45,18.086098096799105,174
special,45,19.508002947550267,197
special,45,20.718769447878003,196
special,46,0.1298273652791977,40
special,46,1.536183301359415,52
special,46,3.01568318111822,62
special,46,5.511243897490203,82
special,46,8.538679252844304,101
special,46,10.840215112548321,120
special,46,11.160373128019273,144
special,46,13.658723092172295,156
special,46,15.182724044192582,173
special,46,18.92187478672713,210
special,46,19.452718551736325,231
special,46,21.84177537029609,238
special,47,0,41
special,47,1.61150026274845,53
special,47,3.584696572739631,66
special,47,6.945405715145171,79
special,47,7.2817897270433605,100
special,47,9.955423442646861,123
special,47,11.963147276546806,148
special,47,13.572320215404034,157
special,47,16.18741590855643,168
special,47,17.529521520715207,185
special,47,19.871968027204275,210
special,47,21.168570968788117,205
special,48,0,39
special,48,1.6754659009166062,50
special,48,3.311845265328884,62
special,48,5.73628710443154,80
special,48,7.578681772109121,104
special,48,9.229188346304,125
special,48,12.141534910071641,154
special,48,13.072221928741783,170
special,48,15.696602588985115,222
special,48,18.167829908430576,261
special,48,20.39378698542714,322
special,48,20.487187798134983,303
special,49,0,40
special,49,1.5244641713798046,53
special,49,4.0631397985853255,64
special,49,5.847120742313564,85
special,49,8.021850512363017,108
special,49,10.75117327645421,128
special,49,12.99642297346145,152
special,49,14.015349050983787,166
special,49,16.078106886707246,184
special,49,17.97941812267527,203
special,49,20.384785716421902,233
special,49,21.681627275887877,237
special,50,0.6221485189162195,41
special,50,1.6585191851481795,54
special,50,4.071437304373831,67
special,50,5.983575491700321,84
special,50,8.473047636914998,105
special,50,10.277955743484199,122
special,50,12.743355909828097,155
special,50,13.350457075051963,175
special,50,16.348684378899634,205
special,50,17.285169747658074,234
special,50,20.934586661402136,264
special,50,20.94496641168371,264
